,Sample0,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample70,Sample71,Sample72,Sample73,Sample74,Sample75,Sample76,Sample77,Sample78,Sample79,Sample80,Sample81,Sample82,Sample83,Sample84,Sample85,Sample86,Sample87,Sample88,Sample89,Sample90,Sample91,Sample92,Sample93,Sample94,Sample95,Sample96,Sample97,Sample98,Sample99,Sample100,Sample101,Sample102,Sample103,Sample104,Sample105,Sample106,Sample107,Sample108
Gene672,-0.094708,1.5150921,-0.340654,0.7131686,1.3238400,-0.169453,0.9149707,-0.246421,1.5322127,0.7621183,0.7451978,1.4845042,-0.052504,0.4836691,0.8203695,-0.016548,-0.169631,0.4325548,-0.025680,1.4623278,-1.212514,1.0541799,0.1523492,0.1059053,-0.200937,-0.992664,-0.416155,0.1611481,-0.709018,-0.061957,-2.155049,-0.733543,-0.204097,-1.320029,-0.637098,-2.316503,-0.220814,-0.839343,0.7450904,-0.001319,-0.253995,-0.402020,-0.922534,-0.026629,-0.030306,0.4085886,-0.372267,-0.773029,0.2630992,-0.135599,0.3500384,-0.548419,-0.073526,-2.179181,0.5492159,0.9908442,0.2249381,-0.405760,1.1177281,1.1399079,-0.580567,0.2852338,1.0626462,-0.164957,0.1113045,0.4632807,-0.550781,-0.107700,-0.093879,-0.235927,0.8335831,-0.095158,-0.164847,-0.639808,0.8319402,-0.605534,-0.550770,-0.214990,-0.521729,-0.438146,-0.551900,-0.853181,1.0229576,1.1042279,-1.471749,0.7359751,0.8632640,1.3465128,0.2025789,0.4779930,-0.333114,-0.080651,-0.597278,-0.052034,0.4876622,0.4988609,0.1884102,0.2276808,-0.594210,-0.821820,-0.283321,1.2294939,0.2277376,-0.834081,-1.169910,-0.716580,0.9578175,-0.037044,0.0093813
Gene673,-0.521681,1.0776986,-0.032209,0.0228895,-0.335764,0.5393122,-0.704593,-1.274768,0.8652312,-0.079664,0.7025187,-1.383000,-0.780565,-0.059059,-1.209346,-0.702167,0.8617721,-0.677926,0.8566038,1.5021293,0.8742292,-1.109350,0.4466224,-1.739823,1.5977854,0.1801019,0.0528291,-0.067856,0.2776189,-0.225530,0.1411563,0.8974500,-0.603162,0.0802942,-0.712940,0.8587619,-0.649663,-1.439210,-1.139704,-0.181631,-0.130904,0.3034445,0.4822226,1.0921257,-0.036849,0.6933607,-0.124100,1.5220327,1.2440444,0.7411055,1.0079530,0.6412225,-0.545029,0.7727824,-1.020102,0.1613735,-0.750094,2.0807184,1.1833086,-0.894044,0.5055914,0.4787915,-0.424496,0.0747848,-2.839382,0.1296115,1.0210129,0.5979398,1.0220927,-0.748480,-1.261808,0.5487112,1.0023616,0.8942726,-2.466450,-0.106472,1.7074623,-0.189589,0.2995448,-0.331919,-0.758591,0.0025245,-0.016437,1.0537468,-1.012583,-1.739455,-0.093004,0.3518868,1.6904981,-0.045929,-1.053972,-2.206330,0.9918706,-0.652735,-1.215690,-0.402833,2.2868272,0.2369446,2.5089269,0.2252942,0.3211990,-0.648321,-0.613775,-0.845197,-0.887509,-0.483096,-1.578168,0.4273098,-0.386923
Gene674,-1.274451,0.1844397,0.5131477,-0.462341,2.1528716,0.3725704,-1.990399,-0.760565,-0.946947,-0.583868,-0.205604,-1.431570,-0.341482,1.3411734,-1.457654,0.6123628,0.1548305,-0.170187,2.5360485,0.8901284,2.8827859,-0.783546,1.0133922,-1.102727,0.6930072,0.5552766,-0.992566,2.7471954,2.8594645,2.4474022,3.3794394,2.0322564,0.1285267,1.7750463,-0.177676,2.1400088,1.7939369,-0.075780,-1.730862,-1.882684,-0.058188,-0.446958,1.9570077,0.2042034,-1.122558,-0.639776,0.4551482,-0.839858,-1.186912,-0.078243,-0.735554,0.2032977,-0.018789,3.5407657,-0.858642,-1.242127,-1.395954,-1.544500,-1.363288,-0.534424,1.6825140,-0.053460,-0.119803,-1.259831,-0.776920,-0.947245,0.3077462,-1.236202,2.5903960,-0.021304,0.2979540,-0.693817,0.5644416,-0.164203,-1.809633,-0.747245,-0.916522,0.1892579,-0.165381,-0.192496,-1.576019,0.0569923,-1.612842,-1.312863,1.7394325,-1.554793,-0.674729,-1.013953,1.7694924,-0.418824,1.4482537,-0.475112,-0.493686,-0.867114,-0.437388,-0.450867,-0.047749,-0.444732,-0.375923,1.2079496,1.2443181,-1.016664,-1.839301,1.2679954,0.8784369,0.6493442,-1.119560,-0.638752,-1.548614
Gene675,-0.288730,0.0831758,0.5646818,0.0029525,0.6114665,-0.721218,0.4536312,0.8731175,1.0921060,-0.341545,-0.556280,1.8092016,0.0079313,-0.638713,1.2166096,0.2880311,-1.057195,1.7321057,-0.140584,0.5544048,-0.306266,0.8109408,0.5653899,0.4565470,-0.242434,-0.318324,-0.421117,0.0752531,-1.086862,0.4631425,0.4728690,-0.077614,-0.786032,-0.536135,0.7230732,-0.534614,1.0005994,0.0447520,0.7414327,-0.301265,-0.574231,0.5285082,0.3557306,0.4250208,0.1059786,0.1631530,-0.260010,-0.950865,-1.127248,0.2601266,-0.993570,0.3302501,-0.754673,-1.645562,1.0861267,-0.241491,0.4440734,-2.435666,0.2699596,0.0244124,-0.706612,0.5927661,0.5666601,-0.843869,1.5678627,0.6664229,-1.266220,-0.142412,-1.694449,0.3923264,1.5692323,0.1580173,0.9622061,-0.533003,0.4809307,0.3389408,-0.157481,-0.186192,-0.002133,-0.659022,-0.161336,-0.736806,1.8690495,0.2999630,-0.136531,1.4843112,-0.038263,1.9379705,-0.939022,0.0754272,-1.349342,-0.008789,-1.361229,0.6297105,0.2284349,0.3474788,-0.828474,0.3015432,-0.791368,-0.640166,-0.314046,-0.031475,-0.124819,-0.749826,-0.208484,-0.720502,-0.072358,-0.260120,-0.103389
Gene676,-0.914253,0.4851753,-0.625215,0.7939797,-0.407797,-0.622895,0.7272075,0.0998296,-1.880574,-0.050023,0.1265311,0.7817249,-0.391720,0.2804153,1.2580634,-0.221036,-0.177082,0.0405158,0.0254344,0.1336820,-0.103582,-1.038427,-0.347788,0.5358815,-0.326766,-1.359234,0.3408709,0.7769036,0.5929517,-0.089430,-1.798349,-0.127904,0.4765058,-1.637881,-0.236524,-0.008191,1.0329029,-0.846119,-0.086920,0.3960154,-0.758704,-0.505557,0.5367757,-1.573348,0.2944451,0.9315031,-0.587575,0.5875450,-0.739872,-0.667891,1.2311778,-1.227830,0.8365876,-0.552286,1.6748136,-0.624579,-0.056441,-0.134877,0.0952663,0.7776213,-0.524967,-1.718225,0.0098705,0.7482202,2.2501039,-1.619678,2.7454139,-0.069742,0.4844210,0.7747859,0.8097687,0.3582591,-0.543976,-0.398059,-0.259268,-0.436447,-0.496546,-0.093052,-0.512717,1.0346595,0.8329713,-0.710197,-1.224629,0.4282108,0.3343033,1.2393848,0.4485336,0.0203628,-0.923407,0.7466350,0.1033501,1.1834670,-0.606170,0.1209346,0.0958280,0.1590661,-0.741262,-0.821414,-0.585231,-0.399967,-1.000215,0.0758896,1.4328563,1.8581708,0.4798290,0.3403337,-0.029227,-1.351871,0.8070061
Gene677,-0.079480,-0.061389,0.8770859,-1.332485,0.7922128,0.7178930,0.4847907,0.9962189,-0.096607,0.4825385,-0.591976,0.7220714,-0.000563,-0.048443,1.6042293,-0.634246,1.4584165,0.7225354,0.2652619,-0.421215,0.7073584,-0.164044,-0.248226,0.7161436,-0.331036,-0.062205,0.3710304,0.5165470,0.7603139,0.0372596,-2.216164,0.6471737,-0.144030,-0.142020,0.5193416,0.1547854,0.1498960,-0.319661,1.0701597,-1.542997,0.1503206,-0.248190,0.4931200,-0.049009,0.3283636,0.2186413,-0.075935,-0.263911,-0.538807,-0.662299,-0.247738,-0.627975,0.0112635,0.8412615,0.5514691,0.2300906,-0.472875,0.3894360,-0.298491,-0.200590,0.7095538,0.1804646,-0.923604,0.4836036,0.6085266,-2.623961,0.3853650,0.4183129,0.3991673,0.3182976,0.3597576,-0.007876,-2.454481,-0.552569,0.6508027,-0.387848,0.6837450,-1.301216,-0.117923,-0.744384,0.3833703,0.2092897,-0.549885,-0.044658,0.1295455,-0.453173,0.2504017,0.1260385,0.8754444,-1.136582,1.5273455,0.9017523,-0.661326,-0.259993,-0.090951,0.7502651,-1.342420,-1.925285,0.4934616,-0.962042,-2.337392,0.5350585,-0.118421,0.7376566,0.6929709,-0.179350,-0.298182,-0.314819,1.1135425
Gene678,-0.339173,0.5012926,-1.084109,-0.180915,1.1814094,1.4199772,-0.496427,-1.359025,-0.459464,-0.219250,0.2268078,-0.157217,-0.201777,2.0754501,-0.225779,-0.381813,-0.113317,0.3896671,1.1192171,0.3658946,0.4721292,0.1846463,-0.025693,-0.455978,-0.581601,-0.331323,-1.075268,0.3554648,0.2476348,0.8383316,-0.128107,0.5604103,0.5538873,-1.036584,-0.601426,-0.746361,1.0570269,-0.960739,0.2002505,0.9377774,-0.396694,0.0514819,1.1513647,0.0697483,-0.526579,2.1347803,-1.144818,-0.026499,-0.280525,-0.249240,0.0224101,-0.432774,-0.355540,0.4715633,1.6654046,-0.561881,-0.734059,-1.185474,0.2679349,-0.144038,0.9990810,-1.015035,0.0108625,0.6980216,0.9460508,0.1881676,0.8486155,-0.258198,-0.388934,-0.405793,-0.600078,0.3822527,1.4946309,-0.395732,-0.505803,-0.239766,-1.081310,0.2566715,-0.212877,1.6549413,-0.851098,-0.183822,-1.110622,0.9127378,-0.405525,0.0201716,0.7458843,-0.626422,-0.400050,1.1056536,-0.331191,0.6660730,-1.073165,-0.361064,0.9944449,0.3941063,0.4093662,-1.463450,-1.224918,-1.141127,-0.132283,0.0133469,-0.258837,0.6559688,-0.174282,-0.616880,-0.129708,0.1855950,0.6828563
Gene679,-0.722128,-1.162164,0.3114552,-1.067681,0.9009765,0.8766584,-0.467373,-0.259045,-0.154860,-0.890712,-0.403675,-0.394830,-0.888287,0.1100242,-1.009053,-0.157475,1.5975512,0.5728392,2.8729041,0.3803241,2.2682643,-0.824176,0.5608843,-0.702590,-0.289812,0.5874694,-0.347468,1.7931253,2.1554308,1.5579595,2.9009150,2.3200097,-0.349624,1.9171472,0.6279375,3.0478733,-0.278371,0.5133308,-0.159785,-0.763370,1.0057357,0.1966573,1.3930753,0.8758929,0.2714475,-1.090615,0.9267942,0.5134367,-0.141919,-0.623104,0.5348139,-0.125925,0.9274374,4.6138781,0.0317852,-0.525597,-0.395213,-0.388658,-1.334058,0.0445234,-0.370145,0.1203771,-1.464170,-1.004873,-1.328378,-1.218001,-2.249669,-0.470492,0.1986347,-0.232367,-1.787458,-0.576703,1.3941055,-1.376294,0.2704027,0.5273409,-0.706209,-0.313725,0.0516652,-0.819574,-0.747373,0.7848768,-1.793002,-0.615369,2.2986010,-1.287158,-0.528991,-1.372054,0.3370723,-0.928411,1.7689279,-1.548197,-1.131373,-0.862452,-0.946668,-1.705065,-0.192745,0.1280957,-0.757673,2.0830847,-0.027155,-0.710792,-0.263020,-1.000327,-0.799409,-0.088341,-1.185443,-0.804684,-0.040382
Gene680,0.6163591,0.2142660,0.3755695,0.3296958,-0.400883,-3.161028,0.7543850,-0.888010,0.8492904,0.4860026,0.1718454,0.7375468,-0.787692,-1.078307,2.0217000,1.1525478,-1.692318,0.0440435,2.0470794,2.5576916,0.6888406,-1.382595,0.4796312,0.4911811,0.7313337,0.3157402,-0.269793,-0.625019,-0.089484,-1.248711,-0.959420,-0.152953,-0.784088,0.1950708,-0.190621,-0.673217,-0.539368,-0.437467,-0.536407,0.5148763,-0.737114,0.3485593,1.2494802,0.8482661,-1.248414,0.8810844,0.7029590,-0.683766,0.9071500,0.2214871,-1.401880,0.4647548,0.4551936,-1.151475,0.3587935,0.1612260,0.8138923,-0.489474,0.0599046,-1.824977,-2.573012,0.7568091,1.1631802,-0.486773,0.9112240,-0.279453,-0.364859,0.0878781,1.8019038,0.6166330,0.5175996,0.1485304,-1.257827,0.9090229,-0.305367,-0.479737,1.0475881,-0.911745,0.2254398,-1.741217,-0.342763,-1.873102,0.7698913,1.0724282,0.1453355,1.1438530,0.3446834,0.8946953,0.1758823,0.1144404,-0.728810,-0.577323,-0.226234,0.6142099,-0.015735,-0.763116,0.2433818,1.0627600,-0.582807,0.4311310,1.0049604,0.3348371,-0.277039,-1.203988,-0.605012,-0.546738,-0.288279,0.5980500,-0.518356
Gene681,-0.096364,0.0995194,0.5330501,0.0302743,-3.242623,-1.250908,0.7012551,0.1178588,-0.048094,-1.038195,-0.340775,0.3388087,0.0940197,0.0179141,0.4296927,1.1824630,0.5173654,0.2696420,-1.749449,-0.005819,-0.465441,-1.108241,0.3898545,0.5902736,0.3601971,0.0411416,0.9356056,-0.578514,0.3007360,-1.149202,0.0450354,-1.620076,0.4015552,-0.778800,0.4334149,-0.212413,-0.205168,-0.871075,-0.534580,0.0445916,-0.982076,-0.364526,-1.194296,-1.850733,-0.636751,0.3431942,-0.003042,1.5176312,0.0697189,0.1421674,1.0891932,-0.547355,-0.008687,-0.424210,-0.296755,0.0825157,-0.069910,0.9297160,0.0728026,-0.784558,-1.085287,-0.849341,0.0242889,-0.277479,0.0398314,-0.775673,0.6541381,-0.161192,-1.595164,0.5884196,-0.208153,1.2093248,1.5297599,1.1782726,-0.410908,1.0338053,0.6491998,-0.718450,0.9021866,0.2044355,-0.253049,0.2142525,-0.264654,1.0024702,-0.649035,-0.626144,0.3005365,0.7108869,0.8251816,-0.048617,-1.329792,0.3217570,-0.330738,0.0408305,-0.235829,0.3485513,0.9548352,2.1082798,1.0534996,0.0845962,0.6833341,0.3565915,1.1298197,0.1293634,0.0818491,-0.010875,1.3756623,0.3960435,0.0358259
Gene682,0.0030213,-1.204816,-0.195187,-1.163518,1.4024567,1.0139366,-0.661240,0.1958518,-0.345879,-0.014895,-0.183440,0.6737331,-1.481051,-0.793985,-1.006481,-0.726418,0.0923049,0.5923018,-0.024963,0.2750889,-1.170499,0.6552882,-0.142280,-0.315093,-0.064115,0.7738033,-0.549964,1.0815120,0.5982438,-0.302537,-0.266484,0.5992670,-0.864384,-0.574301,-0.283408,0.1712579,0.1579419,0.9119586,0.9907345,-0.173807,0.9156020,0.7833697,-0.054500,0.9357617,1.5586387,-0.978680,1.1307228,-0.288380,-0.327236,-0.800794,0.2140333,0.6288043,0.4746624,1.0306571,-1.856218,0.2262904,0.0465152,0.1875567,-0.086126,1.7675617,0.4346116,0.2240835,-1.452577,0.9610408,-1.192976,-0.161986,-0.608824,-0.008061,-0.126266,-0.699113,-1.157888,1.0819275,0.7442220,0.8494677,0.4678938,1.9859613,0.8311635,-1.182185,0.9901275,-1.383889,1.2825044,-1.689974,-0.112492,1.3425127,0.3446422,-0.699204,-0.540870,0.1289413,-0.237452,0.0746982,-0.101808,-0.534451,0.4945301,-0.576113,-1.030511,-0.844944,-0.298161,-0.547050,1.6020906,0.0749199,0.0039346,0.2814202,0.7025475,-2.717600,-0.828160,1.5907476,-0.745988,-0.211627,0.0080094
Gene683,0.7993344,-0.039401,-0.366721,0.8485533,0.6978025,1.2498822,-2.091393,-0.325297,0.2397290,0.7760085,-1.159652,-1.460594,0.5916558,-0.124692,-0.790198,-0.508526,-0.404559,-0.881574,0.1083181,0.0134313,0.5419179,0.8182746,0.4779293,0.4312428,0.5378750,1.5046709,-0.436410,0.6477716,-0.892201,-0.315043,0.9094940,0.2459984,0.5978016,1.0526891,-0.921397,-0.102009,-0.460737,-0.492320,-0.317611,0.0861176,-0.370722,0.2287366,0.4914208,0.4078470,-0.204367,0.5707268,-0.615299,0.6839783,-0.452907,0.5870139,-0.014055,0.3928924,-1.165794,2.2648904,-0.756508,-1.078988,0.0354110,0.0360007,-0.133114,0.5123381,0.4160929,0.9358903,-0.278325,-1.293106,0.0544444,2.4061463,-0.112761,0.9213207,-0.812678,-0.112258,0.5030950,0.0256216,1.6763301,-0.394299,-1.760604,-1.129250,-0.550225,0.4185514,0.6695272,-0.077356,-0.798900,1.8235596,-0.143999,-1.011647,-0.110306,-0.645496,-0.279107,-1.484156,0.9651565,0.1064435,0.3914391,-0.468354,-0.272800,-0.406984,-0.148847,-0.980316,0.6854396,-0.774969,-0.117901,-0.219440,-0.203194,-0.702564,-1.265972,-0.123024,-0.101217,1.8463706,-0.294396,0.2153361,0.5080519
Gene684,0.4107009,0.0586978,0.4482706,0.5955561,0.1886046,-0.346118,1.2665926,0.1453261,0.9794981,-0.520936,-0.459861,-0.195559,-0.028466,-0.737146,-0.854303,-1.881694,0.5221279,-1.732014,0.7006063,1.1419126,-0.180395,0.0647293,0.9118460,-0.331176,1.0173438,-0.147041,-0.233604,0.6357329,0.1378222,0.7779445,0.0337700,0.8295067,-0.379080,-0.375771,-0.043022,0.2885298,-0.930140,-0.012051,-0.426565,1.3324013,0.0149338,1.0113750,0.8605776,-0.103819,0.5171457,-0.781802,-0.201449,-0.177166,-1.131879,0.1269677,1.2268229,0.3151149,0.6122454,1.8279229,-0.607069,0.6848934,0.2589426,1.1409832,0.2963214,1.5794896,-1.037409,0.4275821,-0.400741,-0.745287,-1.463390,-0.572948,-1.153138,0.9146101,0.3432076,-0.484625,-1.244380,0.2733899,0.8332847,-1.276089,0.2606597,-1.264294,-0.189752,-0.320760,-0.159341,-1.473784,0.2520813,0.8998643,0.6838158,-0.142902,0.8590090,-1.973802,-0.147550,-0.546213,1.1662274,-0.996250,-0.803758,-1.581598,-1.228558,0.3480887,-0.238595,-1.962390,0.1364604,1.5726175,1.6211886,-0.289513,-0.364890,0.9470437,-0.077460,0.5627317,-1.764678,0.8255996,-0.090395,0.3747474,0.5491752
Gene685,-1.593390,0.8946883,-0.004953,0.1762312,-1.270929,-0.812468,-0.972743,-0.184117,0.8691013,-1.149820,1.1201445,-0.341880,0.9505310,-1.359205,-0.469482,-0.260086,0.3130542,-0.055440,1.3073132,0.0430303,0.9752655,-1.461009,0.8578841,-0.970728,1.5485149,-1.726842,-0.395717,-1.588071,-0.218800,-0.199210,1.3961113,-0.996887,-0.546063,0.8665480,-0.498073,0.1153708,-0.573352,-0.804955,-1.013628,0.5872545,-1.444765,-0.537470,1.2373067,-0.515728,-1.239396,1.2273032,-1.096399,0.2415990,1.0291489,0.9233947,-0.645962,0.1853688,0.0080044,-0.108168,1.7920261,1.2025829,1.0106398,-0.398662,1.0584435,-2.195021,-1.099629,0.2108030,0.8458966,-0.448933,-0.360834,1.1611016,0.7717750,-0.628870,0.2971859,0.2540005,0.9729774,-0.865838,1.1559075,0.3931602,-0.790658,-0.832250,-0.119606,1.9915334,-0.219749,-0.070079,-1.264006,-0.130711,0.0186985,-0.835054,-0.925322,2.2036839,-0.249470,1.1176348,-0.713075,0.9294962,-0.507743,0.6028585,0.4533766,0.1631607,1.3173589,-0.444648,1.3745630,0.7538534,-0.641031,-0.251522,0.5246346,-0.634735,-0.742612,1.4745787,0.1841856,-1.118758,0.0551556,1.8422560,-1.462121
Gene686,0.1673894,0.7611388,-0.097541,0.3089287,-1.272819,-1.190319,0.6045803,0.0939606,0.7639122,-0.486302,0.9051149,-0.685474,1.2190148,-2.158798,1.1712514,0.8484933,-0.919324,-0.058900,-1.268646,0.1352000,-1.464348,0.0066212,1.4243003,-0.214640,0.4702450,-0.917271,0.0800732,-0.804595,-1.468359,-1.255014,-0.215474,-1.112971,-0.429218,0.3476091,-0.414843,-1.093797,-0.998529,-0.575508,-0.372879,0.7100663,-0.040197,0.2197456,0.0258726,0.2614444,-0.243865,0.7134484,0.2177079,-0.629795,0.7178889,0.3661155,1.1311369,-0.112677,0.4692258,-0.150510,-0.281320,1.6623831,-0.282286,-0.203210,0.2166035,-0.823730,-1.564463,0.6053715,0.1902874,0.6121323,0.2069335,-0.332609,0.7251687,-0.135375,-1.834048,0.0419115,0.7893340,-0.841766,-0.664797,0.2145022,0.3123765,1.2823734,0.7344721,0.2529889,0.1638701,-0.156075,1.5195216,-0.868314,-0.156017,0.0904613,-0.123781,0.9499680,-0.170481,0.7540707,-1.089336,1.1492447,-0.056663,0.5312480,0.6823798,0.4370420,0.4968415,0.1684885,0.2760548,0.5930941,-0.509627,0.7983878,0.4480314,-0.045316,0.6887784,-0.279076,-0.660122,-1.010553,0.6020238,0.5137919,-0.109025
Gene687,0.4355061,1.3273095,0.7451770,0.7420615,-2.367321,-1.578390,0.6733388,-0.076095,0.2156303,-0.946363,1.5320261,0.4238180,1.7089015,0.1845165,1.6272708,0.3081044,-2.068526,-0.857228,-3.090012,-0.277694,-2.989050,-0.446475,-0.095924,0.3769571,0.5723821,-1.102938,0.8963762,-1.520886,-2.795077,-2.267175,-3.715181,-3.159156,0.3766200,-0.942290,-0.691816,-2.894538,-0.542169,-1.140776,0.3838516,1.8448615,-1.392744,0.7513972,-1.613722,-1.061610,-0.807305,2.1598217,-1.212001,-0.370135,1.0231593,0.1401449,-0.429776,-0.978345,-0.383112,-5.014948,1.1905331,0.1404424,1.0988299,1.0395003,1.1443231,-0.949220,-1.361025,-0.752490,1.8431999,1.5145048,1.4132601,0.7935876,1.9929224,0.6960952,0.6390738,1.2256845,2.0526090,1.2470653,0.5028692,0.5190418,-0.121771,-0.186276,1.0375316,0.7915239,-0.394868,1.0730883,0.9522605,0.1162674,1.4815883,1.0147877,-2.404034,2.0444648,0.2931172,2.0590096,-0.099673,1.1396430,-3.553443,1.4750528,1.9192242,0.2626791,1.6125859,1.7015809,-0.544782,0.0387998,-0.349981,-1.518227,0.6659987,0.4371964,0.5391870,0.5266501,0.5713277,-0.741274,0.0257956,2.0480702,0.4756549
Gene688,0.7325113,-0.525213,0.8390821,0.2842079,-1.198787,-1.000307,0.4030643,-0.047121,-0.193765,0.0442000,-0.645826,-0.255562,-0.802302,-0.393532,-0.842025,0.5594504,1.5319871,0.3425229,1.5983166,0.6788602,2.2535509,-0.906171,1.1825323,-0.280387,-0.085766,1.0417186,-0.775797,0.3401198,1.2267930,1.0758586,1.7374477,2.1480364,-1.124765,0.4847798,0.5244304,3.0095797,-1.241818,0.4610453,0.1104662,0.5840692,0.7815826,1.5738462,1.3509845,-0.168513,-1.008900,-1.034607,0.5339034,0.4406792,-0.602279,-1.673775,0.4240423,0.6810989,0.3134656,2.4789629,-1.436226,0.1262041,0.3404498,1.9591604,-0.931563,-0.384454,-2.417048,0.9841332,-2.200572,-0.220796,-2.182404,-0.100858,-1.613068,0.1084118,0.7911617,-0.528885,-1.588418,0.8882232,1.7952569,-0.994918,-0.880231,0.1764045,0.0617788,-1.424195,0.9495431,-2.197771,-0.911243,0.4102480,-0.754938,0.5694239,0.5853322,-1.361638,-0.823714,-0.987919,0.9829842,-0.811388,0.7127048,-1.170290,-0.351791,0.4272848,0.2865193,-0.318658,-0.634249,0.9752492,1.1717759,0.8556006,0.2459201,-0.741231,-0.917451,-0.919257,-1.053850,-0.062034,-0.643266,0.5229478,-1.328349
Gene689,-1.128948,-0.428049,-0.986501,-1.005348,-0.894813,-0.189929,1.1426113,0.2113714,-0.364583,-2.149859,0.2479038,0.0764818,-0.659427,-1.285027,1.1569845,-0.876052,-1.069240,0.1636026,-0.139684,-0.614827,-2.117987,-2.035664,-0.388313,1.0246854,-0.650998,0.2653465,1.1042877,-0.617943,0.3670863,-0.605887,-1.664931,0.4683067,-0.791252,-0.422850,0.0702832,-0.879903,0.0648774,0.1352686,-0.481141,0.7231909,0.7360210,0.0613185,-1.051193,0.7327023,0.6233749,-0.153178,1.0926669,0.7113611,-0.376514,-0.007926,0.3075680,-0.631763,1.0409595,0.4623361,0.3235285,0.6071194,-0.572572,0.7411828,1.4160102,-0.600190,-0.155708,-1.237389,-0.856173,3.0220068,1.1603683,-1.964665,1.9962362,1.1138822,-1.452328,1.1718028,-1.322337,0.6029567,-0.005975,0.6892737,0.0199900,1.2147766,1.8641363,-0.558942,0.1865993,1.1073317,1.8583044,-1.974087,0.2901923,1.5714634,0.5884886,0.1873325,0.2453675,-0.293146,-0.582400,-0.303201,-0.710489,1.4007804,-0.588994,-0.481608,-0.681976,0.8746943,0.5600238,-0.335712,1.6600087,-0.772331,-1.373322,-0.376032,2.0613938,0.6253403,-0.714310,0.2600249,0.2720423,-0.565411,0.4657965
Gene690,-1.075569,0.7231129,-0.888247,0.7644087,-2.209709,-2.143725,-0.328392,-0.350700,0.6250451,-1.586062,0.3049981,-0.453955,0.5801360,-1.232442,-0.292707,-0.254084,0.7948683,-0.443973,1.2718076,1.1051348,0.4515485,-1.195133,1.6304960,0.1070414,1.2496228,-0.880660,-0.060074,-0.464107,0.7179778,-0.134675,0.0029939,-0.620427,-0.476235,-0.206913,-0.151612,0.7669261,-0.293781,-1.852850,-0.500707,1.2714423,-0.910356,0.7687126,0.5017430,0.4485871,-1.264673,1.1784197,0.1200074,0.5466139,0.8581678,0.1989338,0.1691898,0.7195150,-0.079415,-1.557844,0.6346284,1.0429867,0.0880506,0.0059691,0.6472172,-1.481908,-1.264287,0.2331592,0.5605418,-1.070360,-0.450721,0.1399915,1.0448353,0.5982621,0.7931205,0.6691244,0.5337896,-0.021738,0.4156985,-0.476431,-0.981616,-0.474811,0.9662738,0.3525888,-1.218213,0.2748260,-1.054838,1.3734849,1.0314696,0.1343306,-0.957826,-0.079381,0.0834428,0.6054332,-0.061849,0.9176960,-0.899066,-0.080961,-0.527741,0.4362470,0.0880963,-0.162701,1.6259924,0.9913452,-0.091600,0.9291985,0.0710162,-1.441432,0.1601410,0.1602810,-0.278853,-0.926364,0.0142405,0.3329028,0.0779146
Gene691,0.9023014,-0.314242,-0.377098,-0.993698,0.7035126,2.0660822,1.7146172,-0.294324,-0.589126,-1.205939,-0.345996,0.7210542,0.1397391,1.6758505,-0.504517,-0.342757,-0.217832,-1.276956,-1.269970,-0.864373,-1.082162,-0.125050,-0.062369,-0.368458,-0.480275,0.1975570,0.0148340,0.8086230,0.7752668,-0.083173,-0.924949,-0.863721,0.3837479,-0.280044,-1.492823,0.0679528,0.0070193,1.2706284,0.7748001,-1.315071,0.8866767,-0.320162,-0.397838,1.2230517,1.2088801,0.1176394,1.1823434,0.5423987,-0.986653,-0.482087,0.8548031,0.1053196,0.0286685,1.5201575,-1.574512,-0.914118,-0.572860,-0.432836,-0.391113,0.5455911,0.9489960,-0.726913,0.1000917,1.3621645,-0.589525,-1.148451,0.4204948,-0.162245,-0.762938,0.0944916,-1.828657,0.7460141,0.6331315,0.7780323,0.2121543,1.3541311,0.6591958,-0.774524,0.5478529,0.2523375,0.7712988,0.0164895,-0.545346,0.7215092,0.5358252,-1.490570,-1.620153,-1.018988,0.7901662,-0.481956,-0.123664,0.2009351,-0.739260,-0.857910,-1.240506,0.1279374,-0.324578,-0.610322,1.4185903,-0.622956,-0.107568,0.4672118,-0.499168,0.9240852,-0.396201,1.2264913,0.6996329,-0.447786,2.4189388
